customer_id,acquisition_channel_id,is_paid_acquisition,cohort_month,m0_gross_order_value,m0_discount_share,lifetime_orders_count,lifetime_margin_total,observed_duration_t,event_churned_e
CUST_001695,meta_ads,true,2024-11-01,107.62,0.15,1,52.55,0.99,1
CUST_001708,organic_search,false,2024-07-01,53.38,0.0,1,33.42,0.99,1
CUST_001712,direct,false,2024-03-01,97.79,0.0,1,-36.16,0.99,1
CUST_001714,organic_search,false,2025-01-01,64.00,0.0,1,40.64,0.99,1
CUST_001716,meta_ads,true,2025-12-01,75.19,0.2,1,33.16,0.99,0
CUST_001717,meta_ads,true,2024-02-01,75.94,0.0,1,49.84,0.99,1
CUST_001778,google_ads,true,2025-01-01,163.43,0.0,1,105.38,0.99,1
CUST_001784,creator_network,false,2025-05-01,76.05,0.0999,1,40.80,0.99,1
CUST_001811,meta_ads,true,2025-06-01,92.47,0.0,1,59.39,0.99,1
CUST_001812,google_ads,true,2025-08-01,147.51,0.1,1,83.41,0.99,1
CUST_001826,organic_search,false,2025-03-01,81.43,0.0,1,52.92,0.99,1
CUST_001827,google_ads,true,2024-02-01,93.65,0.0,1,63.45,0.99,1
CUST_001902,google_ads,true,2024-01-01,97.80,0.15,1,46.85,0.99,1
CUST_001903,meta_ads,true,2025-08-01,98.86,0.15,1,50.67,0.99,1
CUST_001906,meta_ads,true,2024-07-01,130.82,0.0,1,83.16,0.99,1
CUST_001909,organic_search,false,2024-10-01,50.25,0.0,1,33.50,0.99,1
CUST_001913,google_ads,true,2025-12-01,66.85,0.0,1,13.14,0.99,0
CUST_001938,google_ads,true,2025-09-01,149.97,0.0,1,96.33,0.99,1
CUST_001958,meta_ads,true,2024-12-01,106.01,0.15,1,-53.45,0.99,1
CUST_001987,meta_ads,true,2025-07-01,92.68,0.15,1,45.39,0.99,1
CUST_002033,meta_ads,true,2025-01-01,94.75,0.0,1,60.97,0.99,1
CUST_002039,organic_search,false,2024-07-01,137.53,0.0,1,91.42,0.99,1
CUST_002048,google_ads,true,2025-07-01,120.97,0.0,2,143.12,4.24,0
CUST_002106,organic_search,false,2024-10-01,130.90,0.0,1,88.93,0.99,1
CUST_002126,google_ads,true,2025-06-01,88.27,0.0,1,57.72,0.99,1
CUST_002145,creator_network,false,2025-02-01,84.96,0.2,1,38.44,0.99,1
CUST_002161,organic_search,false,2025-06-01,96.00,0.0,1,60.35,0.99,1
CUST_002179,google_ads,true,2025-07-01,83.03,0.0,1,51.81,0.99,1
CUST_002199,meta_ads,true,2025-03-01,126.45,0.0,1,78.40,0.99,1
CUST_002201,direct,false,2025-12-01,146.32,0.0,1,95.90,0.99,0
CUST_002207,google_ads,true,2024-09-01,99.37,0.2,1,-54.36,0.99,1
CUST_002215,google_ads,true,2025-07-01,52.34,0.0,2,25.01,3.63,0
CUST_002220,meta_ads,true,2024-04-01,113.62,0.0,1,71.14,0.99,1
CUST_002244,google_ads,true,2025-12-01,109.10,0.0,1,71.67,0.99,0
CUST_002267,google_ads,true,2025-04-01,51.46,0.0,2,-17.11,1.27,1
CUST_002280,organic_search,false,2024-03-01,81.11,0.25,3,128.78,2.35,1
CUST_002282,direct,false,2024-11-01,66.12,0.0,1,44.48,0.99,1
CUST_002287,creator_network,false,2025-12-01,87.72,0.0,1,58.15,0.99,0
CUST_002296,organic_search,false,2024-01-01,77.74,0.0999,1,43.67,0.99,1
CUST_002301,direct,false,2025-09-01,101.62,0.0,1,-32.75,0.99,1
CUST_002306,google_ads,true,2024-12-01,68.45,0.0,1,44.70,0.99,1
CUST_002311,meta_ads,true,2025-03-01,85.03,0.0,3,194.66,4.21,1
CUST_002319,meta_ads,true,2025-01-01,119.60,0.0,1,77.22,0.99,1
CUST_002339,meta_ads,true,2024-04-01,66.91,0.0,1,43.45,0.99,1
CUST_002347,meta_ads,true,2025-06-01,55.63,0.0999,1,31.58,0.99,1
CUST_002385,google_ads,true,2024-10-01,121.45,0.0,2,156.21,0.95,1
CUST_002392,google_ads,true,2024-06-01,98.15,0.0,1,62.11,0.99,1
CUST_002425,google_ads,true,2024-09-01,103.44,0.0,1,69.54,0.99,1
CUST_002454,meta_ads,true,2024-11-01,62.64,0.0,1,-23.06,0.99,1
CUST_002470,google_ads,true,2025-03-01,105.53,0.0,1,65.85,0.99,1
CUST_002483,direct,false,2025-11-01,83.56,0.0,1,56.13,0.99,0
CUST_002491,direct,false,2024-09-01,56.25,0.0,1,36.91,0.99,1
CUST_002522,organic_search,false,2024-05-01,82.89,0.0,1,51.99,0.99,1
CUST_002527,meta_ads,true,2024-07-01,102.00,0.0,1,67.49,0.99,1
CUST_002544,google_ads,true,2025-05-01,98.49,0.0,1,61.37,0.99,1
CUST_002567,meta_ads,true,2024-08-01,91.83,0.0,1,59.58,0.99,1
CUST_002569,meta_ads,true,2025-09-01,136.84,0.2,1,-31.39,0.99,1
CUST_002580,google_ads,true,2025-06-01,66.47,0.0,1,42.35,0.99,1
CUST_002585,meta_ads,true,2025-04-01,54.63,0.1499,1,25.86,0.99,1
CUST_002595,google_ads,true,2024-05-01,100.72,0.0,1,65.82,0.99,1
CUST_002605,organic_search,false,2024-01-01,144.68,0.1,2,48.61,1.22,1
CUST_002639,meta_ads,true,2025-12-01,90.70,0.0,1,58.29,0.99,0
CUST_002640,organic_search,false,2025-07-01,71.10,0.0,1,45.32,0.99,1
CUST_002666,meta_ads,true,2024-09-01,107.16,0.0,1,68.39,0.99,1
CUST_002677,meta_ads,true,2024-11-01,57.53,0.0,1,38.06,0.99,1
CUST_002716,google_ads,true,2024-09-01,123.99,0.0,1,82.45,0.99,1
CUST_002756,direct,false,2024-09-01,83.21,0.0,1,53.36,0.99,1
CUST_002762,organic_search,false,2024-01-01,80.52,0.0,1,51.51,0.99,1
CUST_002773,meta_ads,true,2025-09-01,102.35,0.25,1,40.21,0.99,1
CUST_002781,direct,false,2024-02-01,90.92,0.0,1,59.01,0.99,1
CUST_002788,organic_search,false,2024-07-01,89.07,0.0,1,59.45,0.99,1
CUST_002802,google_ads,true,2025-11-01,138.70,0.1,1,73.36,0.99,0
CUST_002805,creator_network,false,2025-03-01,82.17,0.1501,2,-6.10,2.24,1
CUST_002821,creator_network,false,2025-11-01,87.11,0.2,1,41.31,0.99,0
CUST_002832,direct,false,2025-06-01,86.13,0.0,1,54.86,0.99,1
CUST_002834,creator_network,false,2024-09-01,57.22,0.0,1,36.26,0.99,1
CUST_002835,google_ads,true,2024-12-01,111.83,0.0,1,72.54,0.99,1
CUST_002839,google_ads,true,2025-08-01,134.59,0.0,2,139.54,2.55,0
CUST_002851,meta_ads,true,2025-06-01,88.48,0.0,1,56.42,0.99,1
CUST_002863,meta_ads,true,2025-12-01,62.36,0.1499,1,32.33,0.99,0
CUST_002885,direct,false,2024-03-01,154.91,0.0,1,97.86,0.99,1
CUST_002896,google_ads,true,2025-10-01,94.64,0.0,1,62.80,0.99,0
CUST_002909,meta_ads,true,2024-10-01,41.41,0.15,1,19.53,0.99,1
CUST_002924,creator_network,false,2024-06-01,71.87,0.1,1,41.30,0.99,1
CUST_002930,meta_ads,true,2024-12-01,100.99,0.0,1,67.84,0.99,1
CUST_002936,meta_ads,true,2024-06-01,42.22,0.1,1,23.73,0.99,1
CUST_002942,meta_ads,true,2025-05-01,91.55,0.0,1,-33.74,0.99,1
CUST_002956,google_ads,true,2025-07-01,138.05,0.0,1,86.48,0.99,1
CUST_003001,direct,false,2025-06-01,111.64,0.1,1,59.21,0.99,1
CUST_003031,meta_ads,true,2024-07-01,123.07,0.1,2,-36.64,2.03,1
CUST_003032,creator_network,false,2024-12-01,40.94,0.2,1,18.57,0.99,1
CUST_003040,google_ads,true,2025-03-01,109.25,0.1,1,61.79,0.99,1
CUST_003049,meta_ads,true,2024-12-01,90.25,0.15,2,117.08,2.61,1
CUST_003054,meta_ads,true,2024-09-01,79.30,0.0,1,53.49,0.99,1
CUST_003071,organic_search,false,2025-07-01,89.85,0.0,2,119.52,1.13,1
CUST_003073,organic_search,false,2024-10-01,86.42,0.0,3,125.10,1.48,1
CUST_003080,creator_network,false,2025-11-01,48.92,0.0,2,33.52,0.42,0
CUST_003081,direct,false,2025-07-01,67.53,0.0,1,44.38,0.99,1
CUST_003082,google_ads,true,2025-10-01,116.61,0.15,1,55.55,0.99,0
CUST_003093,creator_network,false,2024-12-01,66.55,0.0,1,44.32,0.99,1
CUST_003106,meta_ads,true,2025-01-01,90.77,0.2,1,39.98,0.99,1
CUST_003122,organic_search,false,2024-08-01,87.42,0.0,1,54.45,0.99,1
CUST_003123,organic_search,false,2024-03-01,56.83,0.0999,1,30.35,0.99,1
CUST_003130,meta_ads,true,2025-09-01,107.03,0.0,1,68.96,0.99,1
CUST_003137,google_ads,true,2025-08-01,98.11,0.0,1,61.80,0.99,1
CUST_003155,creator_network,false,2025-01-01,50.97,0.1999,1,23.30,0.99,1
CUST_003156,meta_ads,true,2025-06-01,93.64,0.1,4,110.59,5.49,0
CUST_003167,google_ads,true,2025-11-01,90.70,0.0,1,58.35,0.99,0
CUST_003217,meta_ads,true,2024-06-01,63.84,0.0,1,42.55,0.99,1
CUST_003233,direct,false,2024-08-01,96.15,0.0,1,-31.54,0.99,1
CUST_003243,organic_search,false,2025-03-01,66.20,0.0,1,44.67,0.99,1
CUST_003294,organic_search,false,2025-03-01,110.31,0.0,1,70.41,0.99,1
CUST_003303,google_ads,true,2025-04-01,111.71,0.0,1,75.52,0.99,1
CUST_003307,meta_ads,true,2024-11-01,117.99,0.0,1,76.29,0.99,1
CUST_003309,organic_search,false,2024-11-01,92.45,0.0,1,61.06,0.99,1
CUST_003310,meta_ads,true,2025-02-01,115.57,0.0,2,139.44,2.01,1
CUST_003312,meta_ads,true,2025-06-01,51.55,0.0,1,34.93,0.99,1
CUST_003333,google_ads,true,2024-06-01,135.06,0.0,1,85.10,0.99,1
CUST_003337,organic_search,false,2025-11-01,55.06,0.0,1,34.36,0.99,0
CUST_003345,meta_ads,true,2025-02-01,98.04,0.1,2,84.15,0.11,1
CUST_003348,creator_network,false,2024-07-01,81.61,0.15,1,41.59,0.99,1
CUST_003359,meta_ads,true,2025-09-01,93.10,0.1,1,52.23,0.99,1
CUST_003369,organic_search,false,2024-06-01,71.08,0.0,1,46.48,0.99,1
CUST_003384,meta_ads,true,2024-08-01,71.67,0.15,1,37.40,0.99,1
CUST_003422,direct,false,2025-05-01,101.88,0.0,1,63.56,0.99,1
CUST_003423,meta_ads,true,2025-08-01,85.90,0.0,1,56.23,0.99,1
CUST_003440,organic_search,false,2025-11-01,143.39,0.1,1,76.37,0.99,0
CUST_003454,meta_ads,true,2024-11-01,111.53,0.1,1,58.77,0.99,1
CUST_003456,organic_search,false,2024-06-01,96.15,0.0,1,62.63,0.99,1
CUST_003489,creator_network,false,2024-02-01,108.60,0.1,1,58.26,0.99,1
CUST_003498,creator_network,false,2025-10-01,46.00,0.0,1,29.77,0.99,0
CUST_003530,organic_search,false,2025-01-01,101.87,0.2,2,105.12,0.44,1
CUST_003531,google_ads,true,2024-09-01,97.06,0.0,1,63.71,0.99,1
CUST_003554,creator_network,false,2025-02-01,56.15,0.1001,1,31.20,0.99,1
CUST_003581,google_ads,true,2025-02-01,67.13,0.2001,1,-35.23,0.99,1
CUST_003598,google_ads,true,2025-04-01,139.30,0.0,4,293.46,2.44,1
CUST_003599,google_ads,true,2024-11-01,97.26,0.1,1,51.84,0.99,1
CUST_003615,organic_search,false,2024-11-01,33.09,0.0,1,20.96,0.99,1
CUST_003642,meta_ads,true,2025-11-01,68.62,0.0,1,45.99,0.99,0
CUST_003670,google_ads,true,2025-01-01,140.76,0.0,1,92.83,0.99,1
CUST_003682,organic_search,false,2024-05-01,60.68,0.0,2,63.66,2.33,1
CUST_003703,meta_ads,true,2024-10-01,109.79,0.0,1,70.56,0.99,1
CUST_003714,google_ads,true,2025-05-01,112.60,0.0,1,72.35,0.99,1
CUST_003718,creator_network,false,2024-03-01,81.59,0.1,1,43.10,0.99,1
CUST_003726,direct,false,2025-11-01,153.59,0.0,2,136.36,1.63,0
CUST_003743,meta_ads,true,2025-08-01,93.63,0.0,3,169.41,3.64,0
CUST_003758,meta_ads,true,2024-11-01,137.16,0.0,2,77.75,0.42,1
CUST_003772,creator_network,false,2025-11-01,90.40,0.0,2,85.93,0.74,0
CUST_003778,google_ads,true,2025-04-01,102.39,0.15,1,53.90,0.99,1
CUST_003785,meta_ads,true,2025-09-01,77.12,0.1,1,42.01,0.99,1
CUST_003861,meta_ads,true,2025-09-01,119.84,0.0,2,162.17,0.45,1
CUST_003884,google_ads,true,2024-07-01,74.56,0.0,1,-0.68,0.99,1
CUST_003892,meta_ads,true,2025-03-01,109.52,0.1,1,57.10,0.99,1
CUST_003894,meta_ads,true,2025-01-01,74.42,0.1,1,40.89,0.99,1
CUST_003906,organic_search,false,2025-02-01,52.55,0.15,1,26.24,0.99,1
CUST_003910,organic_search,false,2024-10-01,86.78,0.1,3,170.35,3.28,1
CUST_003930,google_ads,true,2024-04-01,103.63,0.0,1,69.27,0.99,1
CUST_003934,meta_ads,true,2024-07-01,87.44,0.0,1,54.75,0.99,1
CUST_003937,creator_network,false,2024-12-01,94.03,0.0,1,58.30,0.99,1
CUST_003950,google_ads,true,2024-08-01,99.89,0.0,1,65.61,0.99,1
CUST_003969,creator_network,false,2025-04-01,79.32,0.0,1,52.71,0.99,1
CUST_003975,organic_search,false,2024-09-01,82.74,0.0,2,100.34,0.31,1
CUST_003983,meta_ads,true,2024-07-01,81.97,0.0,2,107.45,1.23,1
CUST_004008,meta_ads,true,2024-12-01,60.01,0.1,1,32.29,0.99,1
CUST_004010,meta_ads,true,2024-02-01,97.45,0.0,2,122.04,1.37,1
CUST_004018,direct,false,2025-11-01,35.93,0.0,1,24.09,0.99,0
CUST_004019,creator_network,false,2024-09-01,71.63,0.1,3,106.17,1.34,1
CUST_004032,google_ads,true,2024-09-01,52.53,0.0,2,101.57,1.26,1
CUST_004044,google_ads,true,2025-05-01,99.94,0.2,1,-26.12,0.99,1
CUST_004051,meta_ads,true,2025-11-01,49.77,0.0,2,73.26,0.68,0
CUST_004071,meta_ads,true,2024-10-01,82.50,0.1501,1,38.80,0.99,1
CUST_004084,organic_search,false,2025-08-01,103.34,0.0,1,64.53,0.99,1
CUST_004089,meta_ads,true,2025-10-01,148.29,0.15,1,72.98,0.99,0
CUST_004092,organic_search,false,2024-11-01,149.10,0.1,2,127.05,1.21,1
CUST_004096,meta_ads,true,2025-02-01,117.36,0.2,2,-110.85,0.95,1
CUST_004097,meta_ads,true,2024-01-01,81.20,0.15,1,42.99,0.99,1
CUST_004104,direct,false,2024-06-01,52.97,0.1501,1,27.43,0.99,1
CUST_004140,organic_search,false,2025-04-01,82.68,0.0,1,54.77,0.99,1
CUST_004173,direct,false,2025-01-01,82.93,0.0,1,52.43,0.99,1
CUST_004185,meta_ads,true,2024-05-01,70.68,0.0,1,44.82,0.99,1
CUST_004211,creator_network,false,2024-04-01,69.02,0.1,1,37.25,0.99,1
CUST_004223,google_ads,true,2025-11-01,129.32,0.15,2,139.25,0.46,0
CUST_004224,creator_network,false,2025-09-01,76.13,0.15,1,36.69,0.99,1
CUST_004267,google_ads,true,2025-06-01,114.60,0.0,1,74.57,0.99,1
CUST_004282,google_ads,true,2025-07-01,94.12,0.2,2,111.64,1.49,1
CUST_004283,meta_ads,true,2024-07-01,102.50,0.0,1,67.08,0.99,1
CUST_004287,meta_ads,true,2025-10-01,56.87,0.0,1,37.91,0.99,0
CUST_004300,organic_search,false,2025-04-01,116.43,0.0,1,76.72,0.99,1
CUST_004302,creator_network,false,2025-11-01,83.25,0.0,1,53.17,0.99,0
CUST_004340,organic_search,false,2024-07-01,85.01,0.0,1,53.08,0.99,1
CUST_004384,google_ads,true,2025-04-01,50.03,0.0,1,31.42,0.99,1
CUST_004423,creator_network,false,2025-05-01,70.87,0.1,1,40.63,0.99,1
CUST_004432,meta_ads,true,2025-03-01,81.55,0.2,1,35.73,0.99,1
CUST_004451,direct,false,2024-12-01,88.88,0.0,1,59.72,0.99,1
CUST_004462,creator_network,false,2025-03-01,92.78,0.2,2,102.52,1.17,1
CUST_004470,google_ads,true,2025-10-01,83.61,0.0,1,54.98,0.99,0
CUST_004472,organic_search,false,2025-12-01,126.07,0.0,1,78.44,0.99,0
CUST_004480,creator_network,false,2025-04-01,99.65,0.1001,2,71.28,0.63,1
CUST_004488,meta_ads,true,2024-11-01,90.14,0.1,1,51.32,0.99,1
CUST_004526,meta_ads,true,2025-01-01,93.21,0.2,1,42.85,0.99,1
CUST_004572,google_ads,true,2025-06-01,151.95,0.1,1,86.78,0.99,1
CUST_004579,creator_network,false,2025-12-01,83.98,0.0,1,54.22,0.99,0
CUST_004590,direct,false,2025-07-01,136.33,0.0,1,90.69,0.99,1
CUST_004606,creator_network,false,2025-11-01,75.43,0.1,1,39.79,0.99,0
CUST_004611,creator_network,false,2024-10-01,79.43,0.0,1,49.90,0.99,1
CUST_004624,organic_search,false,2025-06-01,84.19,0.0,1,57.05,0.99,1
CUST_004633,google_ads,true,2025-09-01,81.20,0.0,1,51.41,0.99,1
CUST_004654,google_ads,true,2025-10-01,115.61,0.15,1,58.00,0.99,0
CUST_004660,meta_ads,true,2025-07-01,109.75,0.0,1,68.91,0.99,1
CUST_004673,meta_ads,true,2025-07-01,74.92,0.0,1,50.71,0.99,1
CUST_004676,creator_network,false,2025-10-01,80.65,0.0,1,53.94,0.99,0
CUST_004688,direct,false,2024-01-01,93.33,0.0,1,61.49,0.99,1
CUST_004695,meta_ads,true,2025-01-01,80.76,0.0,1,54.37,0.99,1
CUST_004734,creator_network,false,2025-11-01,106.02,0.15,1,49.95,0.99,0
CUST_004749,organic_search,false,2024-12-01,85.09,0.0,1,57.14,0.99,1
CUST_004758,direct,false,2025-08-01,113.52,0.0,1,-37.56,0.99,1
CUST_004762,google_ads,true,2025-12-01,89.84,0.0,1,56.27,0.99,0
CUST_004800,creator_network,false,2025-05-01,108.18,0.2,1,46.67,0.99,1
CUST_004803,meta_ads,true,2025-11-01,137.35,0.15,2,-17.80,0.95,0
CUST_004816,creator_network,false,2025-11-01,56.29,0.0,1,36.30,0.99,0
CUST_004859,organic_search,false,2025-11-01,111.25,0.0,1,75.10,0.99,0
CUST_004875,meta_ads,true,2024-09-01,69.62,0.0,1,-23.93,0.99,1
CUST_004924,direct,false,2025-10-01,119.43,0.0,1,80.52,0.99,0
CUST_004934,meta_ads,true,2025-01-01,103.48,0.0,1,-38.24,0.99,1
CUST_004986,meta_ads,true,2024-05-01,77.31,0.0,2,102.91,1.78,1
CUST_005040,meta_ads,true,2025-11-01,54.15,0.0,1,34.48,0.99,0
CUST_005047,creator_network,false,2025-02-01,90.71,0.0,3,155.56,5.63,1
CUST_005082,meta_ads,true,2024-04-01,68.02,0.0,1,45.08,0.99,1
CUST_005088,google_ads,true,2024-03-01,121.26,0.0,1,80.52,0.99,1
CUST_005099,organic_search,false,2024-12-01,57.05,0.0,1,35.91,0.99,1
CUST_005123,direct,false,2024-02-01,62.95,0.0,1,39.53,0.99,1
CUST_005147,meta_ads,true,2025-06-01,96.84,0.0,1,62.59,0.99,1
CUST_005162,google_ads,true,2024-02-01,115.37,0.25,1,45.18,0.99,1
CUST_005209,organic_search,false,2025-10-01,100.47,0.0,3,192.02,2.09,0
