customer_id,signup_timestamp,acquisition_channel_id,country_code
CUST_000137,2025-03-16 19:30:23,creator_network,US
CUST_000138,2025-07-11 18:38:42,organic_search,US
CUST_000139,2024-11-15 23:46:18,google_ads,US
CUST_000140,2025-12-29 03:28:41,creator_network,US
CUST_000141,2025-12-03 11:52:49,google_ads,US
CUST_000142,2024-08-21 03:25:43,creator_network,US
CUST_000143,2025-02-01 21:21:02,creator_network,US
CUST_000144,2024-09-06 09:57:48,direct,US
CUST_000145,2024-09-24 09:49:43,meta_ads,US
CUST_000146,2024-02-04 17:24:38,google_ads,GB
CUST_000147,2025-05-27 22:55:46,meta_ads,US
CUST_000148,2025-02-28 21:31:50,meta_ads,US
CUST_000149,2024-02-17 23:17:02,creator_network,CA
CUST_000150,2024-09-16 15:37:01,organic_search,US
CUST_000151,2025-11-03 02:13:17,google_ads,US
CUST_000152,2024-08-22 17:04:45,meta_ads,US
CUST_000153,2024-05-14 14:19:34,meta_ads,US
CUST_000154,2025-02-13 02:47:51,google_ads,US
CUST_000155,2025-12-21 13:54:54,meta_ads,US
CUST_000156,2024-08-23 11:10:39,meta_ads,US
CUST_000157,2025-06-05 15:09:02,creator_network,US
CUST_000158,2025-08-17 18:49:59,meta_ads,US
CUST_000159,2024-08-11 09:52:59,google_ads,US
CUST_000160,2025-07-02 02:00:27,creator_network,CA
CUST_000161,2024-11-03 21:43:28,meta_ads,CA
CUST_000162,2025-05-23 23:46:27,google_ads,US
CUST_000163,2025-05-17 23:02:41,creator_network,US
CUST_000164,2025-03-03 04:56:07,creator_network,US
CUST_000165,2024-03-15 17:44:44,google_ads,US
CUST_000166,2025-09-14 02:27:48,meta_ads,US
CUST_000167,2024-10-22 11:48:43,organic_search,US
CUST_000168,2024-06-18 00:05:57,creator_network,US
CUST_000169,2024-02-03 04:40:02,meta_ads,US
CUST_000170,2025-04-02 23:51:15,meta_ads,US
CUST_000171,2025-06-18 20:51:53,meta_ads,US
CUST_000172,2024-01-21 19:28:28,meta_ads,US
CUST_000173,2025-03-20 22:49:29,google_ads,US
CUST_000174,2024-07-28 19:50:05,meta_ads,GB
CUST_000175,2025-06-16 22:04:53,meta_ads,US
CUST_000176,2024-06-22 15:44:17,creator_network,US
CUST_000177,2025-06-10 22:46:33,meta_ads,US
CUST_000178,2024-12-22 09:41:34,creator_network,US
CUST_000179,2025-11-07 04:17:53,creator_network,US
CUST_000180,2024-05-02 21:47:24,meta_ads,US
CUST_000181,2024-11-19 15:45:00,creator_network,US
CUST_000182,2024-04-17 05:38:59,creator_network,GB
CUST_000183,2025-11-08 17:50:36,google_ads,US
CUST_000184,2025-10-19 14:29:57,meta_ads,GB
CUST_000185,2024-08-06 08:33:57,google_ads,GB
CUST_000186,2025-06-08 11:02:40,direct,US
CUST_000187,2025-09-05 10:24:18,google_ads,DE
CUST_000188,2025-04-03 16:29:11,meta_ads,US
CUST_000189,2025-03-28 02:27:00,creator_network,CA
CUST_000190,2024-08-29 02:14:18,google_ads,GB
CUST_000191,2024-04-07 20:03:15,google_ads,US
CUST_000192,2025-11-30 05:05:35,creator_network,US
CUST_000193,2025-11-01 13:11:41,google_ads,US
CUST_000194,2025-05-14 01:02:49,organic_search,CA
CUST_000195,2024-10-16 18:51:19,creator_network,US
CUST_000196,2024-11-04 00:11:23,google_ads,US
CUST_000197,2025-07-10 17:36:42,meta_ads,US
CUST_000198,2025-11-06 18:18:04,organic_search,US
CUST_000199,2025-10-31 00:08:23,direct,GB
CUST_000200,2025-08-09 09:14:50,meta_ads,DE
CUST_000201,2025-05-13 07:00:05,google_ads,US
CUST_000202,2024-03-21 18:31:52,meta_ads,US
CUST_000203,2024-06-10 21:31:37,creator_network,US
CUST_000204,2025-11-17 01:52:48,creator_network,US
CUST_000205,2025-05-02 20:19:22,meta_ads,CA
CUST_000206,2024-01-20 08:23:46,organic_search,US
CUST_000207,2024-04-20 18:55:55,meta_ads,US
CUST_000208,2025-06-29 21:58:15,creator_network,US
CUST_000209,2024-01-15 01:59:26,google_ads,US
CUST_000210,2024-06-28 00:06:43,meta_ads,US
CUST_000211,2025-03-27 00:58:05,meta_ads,US
CUST_000212,2025-07-20 23:56:48,meta_ads,US
CUST_000213,2025-06-17 20:56:10,creator_network,US
CUST_000214,2024-07-08 17:32:59,google_ads,US
CUST_000215,2025-07-28 09:38:32,meta_ads,US
CUST_000216,2024-08-17 10:25:15,meta_ads,US
CUST_000217,2024-10-20 07:49:30,meta_ads,US
CUST_000218,2025-08-28 21:33:41,creator_network,US
CUST_000219,2025-06-20 09:14:24,creator_network,CA
CUST_000220,2025-10-22 08:00:55,meta_ads,US
CUST_000221,2025-06-04 10:38:39,google_ads,US
CUST_000222,2025-04-14 13:21:27,meta_ads,US
CUST_000223,2024-04-28 04:35:49,organic_search,US
CUST_000224,2024-11-08 01:18:17,organic_search,US
CUST_000225,2024-09-07 08:41:53,creator_network,CA
CUST_000226,2024-08-28 08:18:28,direct,US
CUST_000227,2025-12-01 10:21:29,organic_search,US
CUST_000228,2024-12-30 19:07:18,organic_search,US
CUST_000229,2025-10-09 20:57:30,google_ads,US
CUST_000230,2025-05-03 01:37:53,meta_ads,US
CUST_000231,2025-09-05 07:31:31,meta_ads,US
CUST_000232,2025-02-10 09:18:52,meta_ads,US
CUST_000233,2025-04-17 15:36:36,google_ads,US
CUST_000234,2025-02-18 08:05:52,meta_ads,US
CUST_000235,2024-07-27 00:02:25,meta_ads,US
CUST_000236,2025-07-11 19:22:04,google_ads,US
CUST_000237,2024-09-28 00:44:56,meta_ads,GB
CUST_000238,2024-01-17 05:28:33,google_ads,US
CUST_000239,2025-06-26 01:17:21,direct,GB
CUST_000240,2024-06-10 03:13:51,creator_network,US
CUST_000241,2025-11-25 23:56:30,creator_network,US
CUST_000242,2025-12-07 15:19:49,google_ads,US
CUST_000243,2025-11-04 09:44:40,google_ads,CA
CUST_000244,2024-11-28 00:54:20,meta_ads,US
CUST_000245,2024-01-22 01:33:38,organic_search,US
CUST_000246,2025-11-07 02:34:45,meta_ads,US
CUST_000247,2025-01-14 07:52:32,meta_ads,US
CUST_000248,2025-12-28 06:09:21,creator_network,US
CUST_000249,2025-12-17 02:05:46,meta_ads,US
CUST_000250,2025-10-08 20:00:22,meta_ads,US
CUST_000251,2024-09-16 10:48:35,meta_ads,CA
CUST_000252,2024-12-05 02:07:44,meta_ads,US
CUST_000253,2025-10-14 18:40:19,meta_ads,DE
CUST_000254,2024-10-18 13:29:48,meta_ads,CA
CUST_000255,2024-06-12 08:19:40,creator_network,US
CUST_000256,2025-04-01 17:37:50,organic_search,US
CUST_000257,2025-11-22 04:58:46,meta_ads,US
CUST_000258,2025-07-14 21:52:56,organic_search,US
CUST_000259,2025-04-19 02:13:18,meta_ads,US
CUST_000260,2024-04-29 08:38:21,meta_ads,CA
CUST_000261,2025-05-12 16:53:20,meta_ads,US
CUST_000262,2025-12-12 23:23:15,google_ads,GB
CUST_000263,2024-05-27 11:32:40,google_ads,US
CUST_000264,2025-03-08 01:05:50,google_ads,US
CUST_000265,2025-10-09 05:16:16,creator_network,US
CUST_000266,2025-08-23 06:32:33,google_ads,US
CUST_000267,2025-07-14 21:50:25,google_ads,US
CUST_000268,2025-07-23 07:03:48,direct,US
CUST_000269,2024-11-14 12:25:47,meta_ads,US
CUST_000270,2024-09-22 10:22:38,meta_ads,US
CUST_000271,2025-09-22 20:55:33,creator_network,US
CUST_000272,2025-09-29 20:07:27,google_ads,US
CUST_000273,2025-10-07 12:17:03,meta_ads,US
CUST_000274,2025-11-14 14:18:18,meta_ads,US
CUST_000275,2025-03-06 07:35:39,google_ads,US
CUST_000276,2025-02-12 22:10:17,google_ads,US
CUST_000277,2025-09-20 07:47:11,meta_ads,CA
CUST_000278,2025-06-14 12:58:11,direct,US
CUST_000279,2025-07-08 19:30:04,creator_network,GB
CUST_000280,2025-09-28 08:41:54,google_ads,US
CUST_000281,2025-10-27 07:17:15,creator_network,US
CUST_000282,2024-10-20 09:07:17,organic_search,US
CUST_000283,2024-11-12 01:33:54,meta_ads,CA
CUST_000284,2024-04-03 09:50:51,meta_ads,GB
CUST_000285,2025-04-30 20:50:38,google_ads,US
CUST_000286,2024-02-01 05:41:27,creator_network,US
CUST_000287,2025-02-08 11:44:53,meta_ads,US
CUST_000288,2025-03-19 04:24:13,direct,US
CUST_000289,2024-09-08 12:46:04,google_ads,US
CUST_000290,2025-04-21 18:34:16,meta_ads,US
CUST_000291,2024-02-20 10:19:45,meta_ads,US
CUST_000292,2024-02-11 17:52:06,meta_ads,US
CUST_000293,2025-09-16 16:56:46,creator_network,CA
CUST_000294,2024-11-28 22:08:58,direct,US
CUST_000295,2024-05-29 00:28:42,google_ads,DE
CUST_000296,2025-03-27 00:46:52,direct,US
CUST_000297,2025-08-07 09:45:18,organic_search,US
CUST_000298,2024-07-03 13:51:06,google_ads,DE
CUST_000299,2025-05-27 14:48:25,creator_network,US
CUST_000300,2024-03-10 09:53:03,google_ads,US
CUST_000301,2024-02-03 01:14:22,google_ads,DE
CUST_000302,2025-03-23 23:45:09,meta_ads,US
CUST_000303,2025-03-11 06:30:10,creator_network,DE
CUST_000304,2025-05-31 05:07:24,meta_ads,US
CUST_000305,2025-07-08 22:38:36,organic_search,US
CUST_000306,2025-12-31 15:53:59,organic_search,US
CUST_000307,2025-03-12 00:50:04,meta_ads,US
CUST_000308,2024-10-27 17:48:04,meta_ads,US
CUST_000309,2025-09-30 05:51:58,google_ads,US
CUST_000310,2024-09-03 11:55:56,google_ads,US
CUST_000311,2025-01-18 22:00:26,meta_ads,US
CUST_000312,2024-03-24 19:19:41,google_ads,CA
CUST_000313,2024-01-25 23:54:38,meta_ads,US
CUST_000314,2025-12-19 02:30:33,meta_ads,DE
CUST_000315,2025-09-27 00:54:07,meta_ads,US
CUST_000316,2025-07-13 07:04:34,meta_ads,US
CUST_000317,2024-12-05 02:12:20,creator_network,US
CUST_000318,2024-06-12 17:58:47,direct,US
CUST_000319,2024-05-23 17:29:56,google_ads,US
CUST_000320,2024-08-19 21:41:43,google_ads,US
CUST_000321,2025-03-18 04:17:06,meta_ads,US
CUST_000322,2025-07-26 03:23:39,google_ads,US
CUST_000323,2025-06-24 10:02:40,meta_ads,US
CUST_000324,2024-09-02 06:10:03,google_ads,US
CUST_000325,2025-12-17 19:45:24,direct,US
CUST_000326,2025-07-12 10:27:39,meta_ads,US
CUST_000327,2025-04-06 23:43:57,creator_network,US
CUST_000328,2025-05-22 08:45:01,meta_ads,CA
CUST_000329,2024-12-15 23:17:13,meta_ads,GB
CUST_000330,2024-08-22 18:31:26,meta_ads,GB
CUST_000331,2024-11-10 05:42:00,meta_ads,US
CUST_000332,2025-08-03 03:53:02,meta_ads,GB
CUST_000333,2024-01-22 05:27:16,meta_ads,US
CUST_000334,2024-04-08 03:02:37,google_ads,US
CUST_000335,2024-02-18 17:27:51,meta_ads,US
CUST_000336,2024-02-10 11:22:55,creator_network,GB
CUST_000337,2025-10-02 10:32:19,organic_search,US
CUST_000338,2025-07-27 17:53:42,google_ads,US
CUST_000339,2025-02-19 16:46:29,meta_ads,US
CUST_000340,2024-04-21 10:58:11,meta_ads,US
CUST_000341,2025-02-28 07:41:17,organic_search,US
CUST_000342,2025-02-07 22:19:05,google_ads,GB
CUST_000343,2024-06-16 02:10:56,google_ads,CA
CUST_000344,2025-01-22 15:47:02,meta_ads,US
CUST_000345,2024-12-13 03:30:37,google_ads,US
CUST_000346,2025-05-15 21:10:40,meta_ads,US
CUST_000347,2025-05-03 13:21:08,direct,US
CUST_000348,2024-02-24 04:10:46,organic_search,US
CUST_000349,2024-11-23 21:12:22,meta_ads,US
CUST_000350,2025-05-05 14:29:39,google_ads,US
CUST_000351,2025-02-09 16:26:05,meta_ads,US
CUST_000352,2025-10-16 20:34:48,google_ads,CA
CUST_000353,2025-06-20 18:34:46,organic_search,US
CUST_000354,2024-06-28 03:26:24,google_ads,US
CUST_000355,2024-03-02 05:02:30,meta_ads,CA
CUST_000356,2025-05-13 14:11:56,meta_ads,US
CUST_000357,2024-01-12 09:54:33,organic_search,US
CUST_000358,2025-04-29 04:37:07,google_ads,US
CUST_000359,2025-11-29 17:28:24,google_ads,US
CUST_000360,2025-04-22 07:40:29,meta_ads,US
CUST_000361,2024-12-27 12:55:37,meta_ads,US
CUST_000362,2025-05-17 13:34:10,direct,US
CUST_000363,2025-01-04 20:51:54,google_ads,GB
CUST_000364,2025-03-10 15:39:33,google_ads,US
CUST_000365,2025-11-10 16:24:41,google_ads,CA
CUST_000366,2024-12-31 22:36:09,creator_network,US
CUST_000367,2025-12-02 02:40:03,meta_ads,CA
CUST_000368,2025-11-29 14:20:04,meta_ads,GB
CUST_000369,2024-07-14 12:23:58,google_ads,US
CUST_000370,2024-03-02 00:55:40,creator_network,CA
CUST_000371,2024-04-05 18:22:55,creator_network,US
CUST_000372,2024-01-12 03:44:56,organic_search,US
CUST_000373,2024-04-24 11:25:45,meta_ads,US
CUST_000374,2025-06-10 23:07:18,meta_ads,US
CUST_000375,2024-03-28 05:23:23,direct,GB
CUST_000376,2024-10-31 21:02:42,google_ads,US
CUST_000377,2025-10-21 09:30:02,google_ads,US
CUST_000378,2024-01-26 20:55:02,creator_network,US
CUST_000379,2025-09-21 05:44:13,google_ads,US
CUST_000380,2024-09-22 09:46:45,meta_ads,US
CUST_000381,2024-04-11 13:34:13,creator_network,DE
CUST_000382,2025-07-29 10:08:42,organic_search,US
CUST_000383,2025-05-02 20:04:37,google_ads,US
CUST_000384,2025-10-02 15:49:24,google_ads,US
CUST_000385,2025-07-19 22:56:37,meta_ads,US
CUST_000386,2025-09-14 09:45:43,meta_ads,US
CUST_000387,2024-09-04 09:32:36,meta_ads,US
CUST_000388,2024-06-23 09:10:13,meta_ads,US
CUST_000389,2025-08-04 06:24:14,direct,US
CUST_000390,2025-09-09 12:33:26,creator_network,US
CUST_000391,2025-12-08 14:30:03,creator_network,US
CUST_000392,2024-12-18 21:57:52,google_ads,GB
CUST_000393,2024-11-14 07:01:13,meta_ads,US
CUST_000394,2025-08-20 03:45:18,direct,DE
CUST_000395,2024-11-14 03:19:41,meta_ads,US
CUST_000396,2025-11-11 01:23:43,meta_ads,US
CUST_000397,2025-10-04 23:18:12,google_ads,CA
CUST_000398,2025-01-30 01:34:06,organic_search,US
CUST_000399,2025-08-24 03:19:51,organic_search,US
CUST_000400,2025-08-12 06:53:07,meta_ads,US
CUST_000401,2024-04-05 12:26:31,organic_search,DE
CUST_000402,2025-11-16 02:45:46,meta_ads,US
CUST_000403,2025-02-22 13:46:13,meta_ads,US
CUST_000404,2025-09-01 09:50:15,organic_search,US
CUST_000405,2024-10-22 08:50:48,organic_search,US
CUST_000406,2025-11-16 08:44:15,google_ads,US
CUST_000407,2024-12-21 04:42:01,google_ads,CA
CUST_000408,2024-01-12 08:53:57,organic_search,US
CUST_000409,2025-11-09 14:22:44,creator_network,US
CUST_000410,2024-04-12 09:42:41,organic_search,CA
CUST_000411,2024-10-19 15:03:33,google_ads,CA
CUST_000412,2025-12-07 19:35:55,direct,GB
CUST_000413,2025-12-19 14:29:35,direct,CA
CUST_000414,2025-04-19 16:13:35,meta_ads,US
CUST_000415,2025-05-31 22:19:26,organic_search,US
CUST_000416,2025-01-25 13:16:31,google_ads,US
CUST_000417,2024-09-05 08:54:36,google_ads,US
CUST_000418,2024-10-17 06:10:03,google_ads,US
CUST_000419,2025-06-17 12:40:42,meta_ads,US
CUST_000420,2025-08-15 16:49:55,google_ads,US
CUST_000421,2025-09-26 15:13:10,organic_search,US
CUST_000422,2025-08-13 07:23:31,meta_ads,US
CUST_000423,2024-04-10 06:55:55,google_ads,US
CUST_000424,2025-02-20 11:50:21,direct,GB
CUST_000425,2024-02-02 19:26:27,google_ads,CA
CUST_000426,2025-03-27 05:16:04,meta_ads,US
CUST_000427,2025-01-15 20:24:44,google_ads,DE
CUST_000428,2025-10-05 02:23:22,google_ads,GB
CUST_000429,2024-11-12 15:54:05,google_ads,CA
CUST_000430,2024-04-04 07:53:01,organic_search,US
CUST_000431,2024-05-18 15:33:45,google_ads,CA
CUST_000432,2025-08-20 09:49:43,organic_search,US
CUST_000433,2025-05-09 16:38:08,google_ads,DE
CUST_000434,2024-04-05 20:20:37,meta_ads,CA
CUST_000435,2024-03-06 19:02:55,creator_network,US
CUST_000436,2025-07-27 15:43:31,creator_network,US
CUST_000437,2024-03-25 13:01:29,google_ads,CA
CUST_000438,2025-09-13 00:41:27,meta_ads,US
CUST_000439,2025-07-19 20:33:55,meta_ads,US
CUST_000440,2024-03-31 17:01:35,meta_ads,US
CUST_000441,2024-03-23 17:38:10,meta_ads,US
CUST_000442,2025-12-02 01:53:33,creator_network,CA
CUST_000443,2024-11-01 22:54:13,meta_ads,US
CUST_000444,2024-11-24 06:56:32,creator_network,US
CUST_000445,2025-09-16 14:58:37,meta_ads,GB
CUST_000446,2025-12-05 05:53:40,meta_ads,GB
CUST_000447,2025-12-10 07:50:50,google_ads,US
CUST_000448,2025-08-10 21:45:05,meta_ads,US
CUST_000449,2024-11-16 20:34:05,organic_search,US
CUST_000450,2024-03-07 14:32:58,meta_ads,DE
CUST_000451,2025-08-25 21:53:14,google_ads,US
CUST_000452,2025-04-03 00:53:48,organic_search,CA
CUST_000453,2025-01-19 00:06:48,google_ads,CA
CUST_000454,2025-11-15 14:16:59,meta_ads,US
CUST_000455,2024-04-06 01:36:13,google_ads,US
CUST_000456,2025-02-08 20:45:15,creator_network,DE
CUST_000457,2024-01-01 01:05:07,direct,US
CUST_000458,2025-02-19 13:50:27,organic_search,US
CUST_000459,2024-02-28 13:21:31,meta_ads,US
CUST_000460,2024-04-08 05:30:59,direct,GB
CUST_000461,2024-04-05 23:01:44,meta_ads,CA
CUST_000462,2025-06-10 21:34:01,meta_ads,US
CUST_000463,2025-08-27 21:25:52,organic_search,US
CUST_000464,2025-04-07 12:36:13,meta_ads,US
CUST_000465,2025-12-29 06:52:41,meta_ads,US
CUST_000466,2024-11-23 04:09:30,meta_ads,CA
CUST_000467,2024-09-08 23:00:47,google_ads,US
CUST_000468,2025-10-17 04:09:34,creator_network,US
CUST_000469,2024-07-01 07:18:34,google_ads,DE
CUST_000470,2025-12-27 21:19:33,meta_ads,US
CUST_000471,2024-01-28 14:19:10,google_ads,US
CUST_000472,2025-12-26 16:18:57,direct,US
CUST_000473,2024-02-09 22:19:11,organic_search,US
CUST_000474,2025-10-02 04:04:55,meta_ads,US
CUST_000475,2025-03-27 00:23:23,direct,US
CUST_000476,2025-12-14 02:27:42,creator_network,CA
CUST_000477,2024-03-02 09:20:46,meta_ads,US
CUST_000478,2025-04-28 13:47:29,meta_ads,US
CUST_000479,2025-12-29 16:46:28,meta_ads,US
CUST_000480,2025-03-16 21:10:04,creator_network,US
CUST_000481,2025-05-05 09:30:34,meta_ads,US
CUST_000482,2025-07-03 05:01:57,google_ads,US
CUST_000483,2025-01-14 16:24:57,meta_ads,US
CUST_000484,2025-05-19 11:22:14,direct,US
CUST_000485,2025-04-15 22:20:21,meta_ads,US
CUST_000486,2025-11-06 12:56:18,organic_search,DE
CUST_000487,2024-02-05 02:15:02,direct,US
CUST_000488,2024-09-20 20:31:06,meta_ads,US
CUST_000489,2025-12-28 13:16:10,google_ads,US
CUST_000490,2025-10-28 23:48:01,meta_ads,US
CUST_000491,2025-01-23 11:58:04,organic_search,US
CUST_000492,2025-05-12 09:31:18,google_ads,US
CUST_000493,2024-09-13 20:07:23,meta_ads,US
CUST_000494,2024-06-21 19:25:42,meta_ads,US
CUST_000495,2025-01-17 20:52:07,google_ads,CA
CUST_000496,2024-11-19 10:41:04,direct,US
CUST_000497,2025-04-08 21:06:51,creator_network,US
CUST_000498,2024-03-01 23:15:02,organic_search,US
CUST_000499,2025-12-07 17:20:21,meta_ads,US
CUST_000500,2025-12-27 22:40:24,meta_ads,US
CUST_000501,2025-07-27 17:26:22,direct,US
CUST_000502,2025-03-31 23:01:37,meta_ads,US
CUST_000503,2024-10-06 03:51:56,direct,US
CUST_000504,2025-09-07 05:28:04,meta_ads,US
CUST_000505,2025-06-22 15:57:59,meta_ads,DE
CUST_000506,2024-06-28 09:46:06,creator_network,US
CUST_000507,2025-11-11 06:05:02,direct,US
