order_id,customer_id,order_timestamp,gross_order_value,discount_amount,cogs_amount,refund_amount,order_status
ORD_0000054,CUST_000049,2025-03-11 15:35:32,134.83,0.0,49.99,0.0,completed
ORD_0000055,CUST_000050,2024-06-01 04:12:20,124.09,0.0,41.08,124.09,refunded
ORD_0000056,CUST_000051,2025-12-25 13:28:06,122.63,12.26,45.18,0.0,completed
ORD_0000057,CUST_000052,2025-08-04 02:24:26,87.16,0.0,28.77,0.0,completed
ORD_0000058,CUST_000053,2025-11-07 13:31:29,120.32,0.0,41.66,0.0,completed
ORD_0000059,CUST_000054,2025-11-29 21:37:28,69.28,6.93,22.83,0.0,completed
ORD_0000060,CUST_000054,2025-12-10 03:37:28,120.14,12.01,41.12,120.14,refunded
ORD_0000061,CUST_000055,2025-05-31 01:03:40,102.95,0.0,34.25,0.0,completed
ORD_0000062,CUST_000056,2025-11-06 16:39:21,97.61,0.0,36.17,0.0,completed
ORD_0000063,CUST_000057,2024-03-18 06:55:23,85.73,17.15,29.86,0.0,completed
ORD_0000064,CUST_000058,2024-07-23 06:06:23,122.42,12.24,39.66,0.0,completed
ORD_0000065,CUST_000059,2024-02-29 01:38:25,87.61,0.0,28.18,0.0,completed
ORD_0000066,CUST_000059,2024-05-28 19:38:25,139.91,0.0,46.87,0.0,completed
ORD_0000067,CUST_000060,2024-10-10 14:27:26,113.55,0.0,40.69,113.55,refunded
ORD_0000068,CUST_000061,2024-12-16 15:16:51,55.89,0.0,18.9,55.89,refunded
ORD_0000069,CUST_000061,2025-02-24 06:16:51,101.57,15.24,35.95,0.0,completed
ORD_0000070,CUST_000062,2024-09-30 13:40:53,57.33,0.0,18.43,0.0,completed
ORD_0000071,CUST_000063,2025-09-28 16:19:56,65.47,0.0,21.91,0.0,completed
ORD_0000072,CUST_000064,2024-11-02 21:13:06,86.3,0.0,28.1,86.3,refunded
ORD_0000073,CUST_000064,2024-11-18 19:13:06,77.9,0.0,28.44,0.0,completed
ORD_0000074,CUST_000064,2024-12-01 08:13:06,99.47,0.0,33.64,0.0,completed
ORD_0000075,CUST_000065,2024-09-13 08:31:37,73.04,0.0,26.98,0.0,completed
ORD_0000076,CUST_000066,2025-03-24 01:58:34,62.72,0.0,20.5,62.72,refunded
ORD_0000077,CUST_000067,2024-05-14 13:16:11,78.9,15.78,29.78,0.0,completed
ORD_0000078,CUST_000067,2024-06-30 14:16:11,96.27,0.0,33.86,0.0,completed
ORD_0000079,CUST_000068,2025-09-20 12:52:30,122.06,18.31,42.9,0.0,completed
ORD_0000080,CUST_000069,2024-03-03 22:57:12,102.1,0.0,34.03,0.0,completed
ORD_0000081,CUST_000070,2025-12-23 03:32:48,53.46,13.36,18.07,0.0,completed
ORD_0000082,CUST_000071,2025-08-21 20:52:56,120.1,18.01,44.25,120.1,refunded
ORD_0000083,CUST_000072,2024-07-05 20:36:26,83.58,0.0,30.39,83.58,refunded
ORD_0000084,CUST_000073,2024-01-17 00:08:17,43.35,0.0,14.82,0.0,completed
ORD_0000085,CUST_000074,2025-09-05 09:04:26,131.43,0.0,46.17,0.0,completed
ORD_0000086,CUST_000075,2025-07-28 00:00:26,71.45,0.0,24.98,0.0,completed
ORD_0000087,CUST_000076,2025-07-07 08:16:25,93.56,0.0,33.75,0.0,completed
ORD_0000088,CUST_000077,2025-08-26 05:33:46,106.63,0.0,39.91,0.0,completed
ORD_0000089,CUST_000078,2024-03-03 12:49:07,100.02,10.0,35.12,0.0,completed
ORD_0000090,CUST_000079,2024-11-18 00:18:06,142.57,0.0,48.44,0.0,completed
ORD_0000091,CUST_000080,2024-04-12 20:57:23,80.3,0.0,28.26,0.0,completed
ORD_0000092,CUST_000081,2025-10-31 01:58:04,138.17,0.0,48.14,0.0,completed
ORD_0000093,CUST_000082,2025-05-22 06:20:05,75.55,0.0,25.8,0.0,completed
ORD_0000094,CUST_000083,2024-10-20 07:03:04,91.31,18.26,34.27,91.31,refunded
ORD_0000095,CUST_000084,2024-03-25 23:56:15,98.63,0.0,34.25,0.0,completed
ORD_0000096,CUST_000085,2024-10-31 23:07:34,79.99,12.0,29.82,0.0,completed
ORD_0000097,CUST_000086,2024-10-09 02:28:57,64.84,0.0,23.22,0.0,completed
ORD_0000098,CUST_000087,2025-07-16 10:44:56,42.84,4.28,14.32,0.0,completed
ORD_0000099,CUST_000088,2025-05-27 04:40:58,56.67,8.5,20.48,0.0,completed
ORD_0000100,CUST_000089,2025-10-17 10:55:00,62.57,0.0,23.58,0.0,completed
ORD_0000101,CUST_000090,2025-02-21 14:28:16,64.92,9.74,22.51,35.06,completed
ORD_0000102,CUST_000091,2024-04-09 04:55:50,67.89,0.0,24.21,0.0,completed
ORD_0000103,CUST_000092,2025-07-04 04:38:11,120.83,18.12,44.92,0.0,completed
ORD_0000104,CUST_000093,2025-08-05 08:22:51,116.66,23.33,39.59,0.0,completed
ORD_0000105,CUST_000094,2025-04-23 18:17:19,96.28,0.0,33.97,64.49,completed
ORD_0000106,CUST_000095,2025-08-06 19:17:07,84.35,0.0,31.48,0.0,completed
ORD_0000107,CUST_000096,2025-02-18 01:35:24,118.13,0.0,40.76,0.0,completed
ORD_0000108,CUST_000097,2025-03-09 19:41:26,66.59,0.0,22.42,0.0,completed
ORD_0000109,CUST_000098,2025-01-02 02:32:44,159.6,31.92,58.06,0.0,completed
ORD_0000110,CUST_000099,2024-01-23 09:07:52,112.35,22.47,39.89,0.0,completed
ORD_0000111,CUST_000100,2024-04-08 13:03:57,132.99,0.0,49.42,0.0,completed
ORD_0000112,CUST_000101,2024-02-15 16:04:28,66.66,0.0,24.28,0.0,completed
ORD_0000113,CUST_000101,2024-04-30 03:04:28,51.85,0.0,18.2,0.0,completed
ORD_0000114,CUST_000101,2024-08-15 11:04:28,84.8,0.0,30.11,0.0,completed
ORD_0000115,CUST_000102,2025-05-20 11:33:43,88.47,13.27,31.38,0.0,completed
ORD_0000116,CUST_000102,2025-06-05 23:33:43,92.86,9.29,30.82,92.86,refunded
ORD_0000117,CUST_000103,2024-10-07 07:33:42,76.23,0.0,28.03,0.0,completed
ORD_0000118,CUST_000104,2025-03-05 04:04:58,93.54,0.0,34.45,93.54,refunded
ORD_0000119,CUST_000105,2025-11-01 04:09:07,91.47,0.0,31.41,0.0,completed
ORD_0000120,CUST_000106,2024-08-06 01:48:06,137.7,0.0,45.45,0.0,completed
ORD_0000121,CUST_000107,2024-12-12 09:02:04,121.82,18.27,41.69,0.0,completed
ORD_0000122,CUST_000108,2025-08-14 06:14:34,91.71,0.0,30.67,0.0,completed
ORD_0000123,CUST_000109,2024-08-29 13:05:41,119.6,0.0,43.12,119.6,refunded
ORD_0000124,CUST_000110,2024-03-10 06:58:51,73.51,0.0,26.25,0.0,completed
ORD_0000125,CUST_000111,2024-09-13 07:51:23,58.59,5.86,21.94,0.0,completed
ORD_0000126,CUST_000112,2024-06-06 05:27:26,86.77,0.0,30.31,0.0,completed
ORD_0000127,CUST_000113,2025-11-07 11:26:00,55.63,8.34,21.09,0.0,completed
ORD_0000128,CUST_000114,2025-09-20 02:49:28,89.95,9.0,33.43,0.0,completed
ORD_0000129,CUST_000114,2025-10-14 20:49:28,85.35,0.0,27.39,0.0,completed
ORD_0000130,CUST_000115,2025-05-08 21:52:23,115.2,17.28,43.5,0.0,completed
ORD_0000131,CUST_000116,2025-10-04 19:11:32,125.72,0.0,41.92,0.0,completed
ORD_0000132,CUST_000117,2025-09-14 04:24:53,38.3,7.66,13.85,0.0,completed
ORD_0000133,CUST_000118,2024-06-01 22:23:52,79.05,11.86,26.05,0.0,completed
ORD_0000134,CUST_000119,2025-10-15 14:46:52,107.37,0.0,36.08,0.0,completed
ORD_0000135,CUST_000120,2025-03-29 21:33:02,94.79,0.0,32.47,0.0,completed
ORD_0000136,CUST_000121,2025-09-29 16:03:15,60.02,12.0,20.3,37.27,completed
ORD_0000137,CUST_000122,2025-11-18 22:19:51,100.86,0.0,38.19,0.0,completed
ORD_0000138,CUST_000123,2024-10-22 23:12:19,62.17,0.0,20.74,0.0,completed
ORD_0000139,CUST_000124,2024-04-13 22:03:00,120.14,18.02,40.9,0.0,completed
ORD_0000140,CUST_000124,2024-07-07 18:03:00,131.62,0.0,49.32,0.0,completed
ORD_0000141,CUST_000124,2024-08-07 10:03:00,88.54,0.0,31.35,88.54,refunded
ORD_0000142,CUST_000125,2024-08-06 14:38:56,101.47,20.29,35.42,0.0,completed
ORD_0000143,CUST_000125,2024-12-07 08:38:56,88.69,17.74,32.78,53.62,completed
ORD_0000144,CUST_000126,2025-01-24 13:14:39,91.34,0.0,33.26,0.0,completed
ORD_0000145,CUST_000127,2025-09-22 03:39:23,108.29,0.0,36.66,0.0,completed
ORD_0000146,CUST_000128,2025-10-04 08:33:22,70.71,0.0,25.91,0.0,completed
ORD_0000147,CUST_000129,2024-01-12 16:38:56,62.11,0.0,22.65,0.0,completed
ORD_0000148,CUST_000130,2025-03-04 17:11:36,52.58,0.0,19.44,0.0,completed
ORD_0000149,CUST_000131,2024-12-13 09:52:19,102.96,10.3,33.29,0.0,completed
ORD_0000150,CUST_000132,2024-07-28 11:53:43,65.16,0.0,21.47,65.16,refunded
ORD_0000151,CUST_000133,2024-04-01 13:10:18,79.99,16.0,28.79,41.88,completed
ORD_0000152,CUST_000134,2024-10-17 04:33:38,102.29,15.34,33.29,0.0,completed
ORD_0000153,CUST_000135,2025-11-29 21:35:00,64.91,9.74,23.36,0.0,completed
ORD_0000154,CUST_000136,2024-10-05 22:24:59,32.14,0.0,11.36,0.0,completed
ORD_0000155,CUST_000137,2025-03-16 19:30:23,79.96,0.0,25.9,79.96,refunded
ORD_0000156,CUST_000137,2025-05-15 22:30:23,49.92,12.48,16.56,0.0,completed
ORD_0000157,CUST_000138,2025-07-11 18:38:42,86.19,0.0,28.73,0.0,completed
ORD_0000158,CUST_000139,2024-11-15 23:46:18,125.4,18.81,42.82,0.0,completed
ORD_0000159,CUST_000140,2025-12-29 03:28:41,97.36,9.74,33.95,0.0,completed
ORD_0000160,CUST_000141,2025-12-03 11:52:49,112.32,0.0,42.16,0.0,completed
ORD_0000161,CUST_000142,2024-08-21 03:25:43,78.9,15.78,26.55,0.0,completed
ORD_0000162,CUST_000143,2025-02-01 21:21:02,61.63,6.16,20.36,0.0,completed
ORD_0000163,CUST_000144,2024-09-06 09:57:48,104.43,0.0,33.93,0.0,completed
ORD_0000164,CUST_000145,2024-09-24 09:49:43,89.68,8.97,32.77,89.68,refunded
ORD_0000165,CUST_000146,2024-02-04 17:24:38,116.64,11.66,41.3,0.0,completed
ORD_0000166,CUST_000147,2025-05-27 22:55:46,87.1,0.0,29.61,32.03,completed
ORD_0000167,CUST_000148,2025-02-28 21:31:50,127.9,0.0,47.0,0.0,completed
ORD_0000168,CUST_000149,2024-02-17 23:17:02,96.24,14.44,32.43,0.0,completed
ORD_0000169,CUST_000150,2024-09-16 15:37:01,39.82,0.0,14.56,0.0,completed
ORD_0000170,CUST_000151,2025-11-03 02:13:17,98.76,0.0,35.05,0.0,completed
ORD_0000171,CUST_000151,2025-11-20 23:13:17,114.08,0.0,39.78,0.0,completed
ORD_0000172,CUST_000152,2024-08-22 17:04:45,110.6,0.0,41.21,0.0,completed
ORD_0000173,CUST_000153,2024-05-14 14:19:34,124.7,18.7,43.46,56.22,completed
ORD_0000174,CUST_000153,2024-06-10 02:19:34,144.04,28.81,47.68,0.0,completed
ORD_0000175,CUST_000154,2025-02-13 02:47:51,100.0,0.0,33.89,0.0,completed
ORD_0000176,CUST_000154,2025-03-31 15:47:51,116.36,0.0,43.78,0.0,completed
ORD_0000177,CUST_000155,2025-12-21 13:54:54,87.32,0.0,33.03,0.0,completed
ORD_0000178,CUST_000156,2024-08-23 11:10:39,64.58,0.0,22.01,0.0,completed
ORD_0000179,CUST_000157,2025-06-05 15:09:02,89.2,0.0,29.14,0.0,completed
ORD_0000180,CUST_000157,2025-09-01 23:09:02,58.81,14.7,19.83,0.0,completed
ORD_0000181,CUST_000158,2025-08-17 18:49:59,86.74,0.0,31.51,0.0,completed
ORD_0000182,CUST_000159,2024-08-11 09:52:59,121.81,0.0,45.8,0.0,completed
ORD_0000183,CUST_000160,2025-07-02 02:00:27,45.69,6.85,17.15,0.0,completed
ORD_0000184,CUST_000161,2024-11-03 21:43:28,106.01,15.9,39.6,0.0,completed
ORD_0000185,CUST_000162,2025-05-23 23:46:27,158.51,0.0,60.2,158.51,refunded
ORD_0000186,CUST_000163,2025-05-17 23:02:41,67.37,10.11,24.6,0.0,completed
ORD_0000187,CUST_000164,2025-03-03 04:56:07,80.24,16.05,26.55,0.0,completed
ORD_0000188,CUST_000164,2025-06-06 09:56:07,71.22,14.24,26.56,0.0,completed
ORD_0000189,CUST_000164,2025-08-16 01:56:07,46.27,4.63,17.14,46.27,refunded
ORD_0000190,CUST_000165,2024-03-15 17:44:44,138.03,0.0,52.3,0.0,completed
ORD_0000191,CUST_000166,2025-09-14 02:27:48,98.26,14.74,33.79,98.26,refunded
ORD_0000192,CUST_000167,2024-10-22 11:48:43,169.35,25.4,62.23,169.35,refunded
ORD_0000193,CUST_000168,2024-06-18 00:05:57,103.86,10.39,38.72,0.0,completed
ORD_0000194,CUST_000169,2024-02-03 04:40:02,59.62,0.0,20.15,0.0,completed
ORD_0000195,CUST_000170,2025-04-02 23:51:15,57.49,0.0,20.02,0.0,completed
ORD_0000196,CUST_000171,2025-06-18 20:51:53,100.18,15.03,32.16,0.0,completed
ORD_0000197,CUST_000171,2025-08-08 04:51:53,83.06,12.46,27.47,0.0,completed
ORD_0000198,CUST_000172,2024-01-21 19:28:28,69.79,0.0,22.74,0.0,completed
ORD_0000199,CUST_000173,2025-03-20 22:49:29,107.38,0.0,40.09,0.0,completed
ORD_0000200,CUST_000174,2024-07-28 19:50:05,76.42,0.0,26.5,39.59,completed
ORD_0000201,CUST_000175,2025-06-16 22:04:53,80.7,0.0,28.31,0.0,completed
ORD_0000202,CUST_000175,2025-08-12 09:04:53,105.76,0.0,34.59,0.0,completed
ORD_0000203,CUST_000176,2024-06-22 15:44:17,93.78,14.07,31.67,0.0,completed
ORD_0000204,CUST_000177,2025-06-10 22:46:33,95.76,0.0,35.21,0.0,completed
ORD_0000205,CUST_000178,2024-12-22 09:41:34,56.16,5.62,20.76,0.0,completed
ORD_0000206,CUST_000179,2025-11-07 04:17:53,82.46,8.25,29.69,0.0,completed
ORD_0000207,CUST_000180,2024-05-02 21:47:24,78.95,11.84,25.49,0.0,completed
ORD_0000208,CUST_000181,2024-11-19 15:45:00,51.94,12.98,18.14,0.0,completed
ORD_0000209,CUST_000182,2024-04-17 05:38:59,60.55,0.0,19.39,33.45,completed
ORD_0000210,CUST_000183,2025-11-08 17:50:36,94.62,14.19,35.09,0.0,completed
ORD_0000211,CUST_000184,2025-10-19 14:29:57,72.21,0.0,26.55,0.0,completed
ORD_0000212,CUST_000184,2025-12-02 22:29:57,67.28,6.73,22.65,67.28,refunded
ORD_0000213,CUST_000185,2024-08-06 08:33:57,109.44,0.0,35.94,109.44,refunded
ORD_0000214,CUST_000185,2024-10-14 04:33:57,112.68,0.0,38.85,0.0,completed
ORD_0000215,CUST_000186,2025-06-08 11:02:40,123.73,0.0,39.8,0.0,completed
ORD_0000216,CUST_000187,2025-09-05 10:24:18,138.84,0.0,46.2,0.0,completed
ORD_0000217,CUST_000187,2025-10-25 11:24:18,98.82,14.82,34.51,98.82,refunded
ORD_0000218,CUST_000188,2025-04-03 16:29:11,78.63,0.0,26.48,0.0,completed
ORD_0000219,CUST_000189,2025-03-28 02:27:00,82.75,8.28,28.12,0.0,completed
ORD_0000220,CUST_000190,2024-08-29 02:14:18,46.47,0.0,17.42,0.0,completed
ORD_0000221,CUST_000191,2024-04-07 20:03:15,125.73,0.0,42.15,0.0,completed
ORD_0000222,CUST_000192,2025-11-30 05:05:35,105.58,10.56,37.66,0.0,completed
ORD_0000223,CUST_000193,2025-11-01 13:11:41,124.67,24.93,46.1,0.0,completed
ORD_0000224,CUST_000194,2025-05-14 01:02:49,113.3,0.0,40.71,0.0,completed
ORD_0000225,CUST_000195,2024-10-16 18:51:19,69.7,0.0,24.96,0.0,completed
ORD_0000226,CUST_000196,2024-11-04 00:11:23,121.0,0.0,44.09,0.0,completed
ORD_0000227,CUST_000197,2025-07-10 17:36:42,70.74,7.07,24.5,0.0,completed
ORD_0000228,CUST_000198,2025-11-06 18:18:04,122.51,0.0,40.32,0.0,completed
ORD_0000229,CUST_000198,2025-12-04 05:18:04,67.93,6.79,23.99,0.0,completed
ORD_0000230,CUST_000199,2025-10-31 00:08:23,75.56,0.0,27.21,0.0,completed
ORD_0000231,CUST_000200,2025-08-09 09:14:50,78.4,0.0,29.67,0.0,completed
ORD_0000232,CUST_000201,2025-05-13 07:00:05,144.58,0.0,51.06,0.0,completed
ORD_0000233,CUST_000202,2024-03-21 18:31:52,57.51,0.0,19.37,0.0,completed
ORD_0000234,CUST_000203,2024-06-10 21:31:37,68.2,0.0,24.57,0.0,completed
ORD_0000235,CUST_000204,2025-11-17 01:52:48,80.23,12.03,28.45,0.0,completed
ORD_0000236,CUST_000205,2025-05-02 20:19:22,96.57,0.0,36.68,0.0,completed
ORD_0000237,CUST_000205,2025-07-09 05:19:22,75.85,0.0,24.77,0.0,completed
ORD_0000238,CUST_000206,2024-01-20 08:23:46,139.3,0.0,49.99,0.0,completed
ORD_0000239,CUST_000207,2024-04-20 18:55:55,92.59,13.89,32.18,0.0,completed
ORD_0000240,CUST_000208,2025-06-29 21:58:15,56.03,5.6,19.73,0.0,completed
ORD_0000241,CUST_000209,2024-01-15 01:59:26,105.1,15.76,34.31,0.0,completed
ORD_0000242,CUST_000210,2024-06-28 00:06:43,111.29,0.0,37.93,0.0,completed
ORD_0000243,CUST_000210,2024-07-02 03:06:43,103.1,20.62,37.17,103.1,refunded
ORD_0000244,CUST_000211,2025-03-27 00:58:05,114.21,0.0,39.45,0.0,completed
ORD_0000245,CUST_000211,2025-06-08 20:58:05,97.53,0.0,35.46,66.03,completed
ORD_0000246,CUST_000212,2025-07-20 23:56:48,123.49,0.0,43.78,0.0,completed
ORD_0000247,CUST_000213,2025-06-17 20:56:10,102.76,15.41,36.38,0.0,completed
ORD_0000248,CUST_000214,2024-07-08 17:32:59,46.13,0.0,17.46,0.0,completed
ORD_0000249,CUST_000215,2025-07-28 09:38:32,115.57,11.56,42.32,0.0,completed
ORD_0000250,CUST_000216,2024-08-17 10:25:15,94.29,0.0,31.5,0.0,completed
ORD_0000251,CUST_000217,2024-10-20 07:49:30,83.5,0.0,30.16,0.0,completed
ORD_0000252,CUST_000218,2025-08-28 21:33:41,69.22,6.92,26.24,0.0,completed
ORD_0000253,CUST_000219,2025-06-20 09:14:24,82.89,0.0,31.44,35.38,completed
ORD_0000254,CUST_000220,2025-10-22 08:00:55,96.96,9.7,35.04,0.0,completed
ORD_0000255,CUST_000221,2025-06-04 10:38:39,89.66,0.0,30.53,0.0,completed
ORD_0000256,CUST_000221,2025-07-18 18:38:39,117.93,11.79,42.42,0.0,completed
ORD_0000257,CUST_000222,2025-04-14 13:21:27,120.02,24.0,44.36,0.0,completed
ORD_0000258,CUST_000223,2024-04-28 04:35:49,59.76,0.0,22.06,0.0,completed
ORD_0000259,CUST_000224,2024-11-08 01:18:17,71.92,14.38,25.69,0.0,completed
ORD_0000260,CUST_000225,2024-09-07 08:41:53,57.42,0.0,21.52,0.0,completed
ORD_0000261,CUST_000226,2024-08-28 08:18:28,78.41,0.0,29.41,0.0,completed
ORD_0000262,CUST_000226,2024-10-11 22:18:28,71.37,0.0,23.56,0.0,completed
ORD_0000263,CUST_000227,2025-12-01 10:21:29,82.31,16.46,27.67,0.0,completed
ORD_0000264,CUST_000228,2024-12-30 19:07:18,100.55,0.0,32.69,0.0,completed
ORD_0000265,CUST_000229,2025-10-09 20:57:30,62.1,0.0,21.81,0.0,completed
ORD_0000266,CUST_000230,2025-05-03 01:37:53,99.68,0.0,33.13,0.0,completed
ORD_0000267,CUST_000231,2025-09-05 07:31:31,45.92,9.18,16.98,0.0,completed
ORD_0000268,CUST_000232,2025-02-10 09:18:52,72.97,7.3,24.49,0.0,completed
ORD_0000269,CUST_000232,2025-03-06 20:18:52,90.1,0.0,29.06,0.0,completed
ORD_0000270,CUST_000233,2025-04-17 15:36:36,44.57,0.0,16.29,0.0,completed
ORD_0000271,CUST_000234,2025-02-18 08:05:52,57.13,0.0,21.01,19.59,completed
ORD_0000272,CUST_000235,2024-07-27 00:02:25,101.04,15.16,38.16,0.0,completed
ORD_0000273,CUST_000236,2025-07-11 19:22:04,108.6,16.29,35.43,108.6,refunded
ORD_0000274,CUST_000237,2024-09-28 00:44:56,111.21,0.0,41.52,0.0,completed
ORD_0000275,CUST_000238,2024-01-17 05:28:33,70.88,0.0,26.68,0.0,completed
ORD_0000276,CUST_000239,2025-06-26 01:17:21,109.46,0.0,35.62,0.0,completed
ORD_0000277,CUST_000240,2024-06-10 03:13:51,50.13,5.01,18.19,50.13,refunded
ORD_0000278,CUST_000240,2024-07-21 06:13:51,49.19,12.3,15.83,0.0,completed
ORD_0000279,CUST_000241,2025-11-25 23:56:30,48.75,0.0,18.06,0.0,completed
ORD_0000280,CUST_000242,2025-12-07 15:19:49,86.15,12.92,29.93,0.0,completed
ORD_0000281,CUST_000242,2025-12-27 18:19:49,80.23,0.0,25.88,0.0,completed
ORD_0000282,CUST_000243,2025-11-04 09:44:40,135.96,0.0,46.86,0.0,completed
ORD_0000283,CUST_000244,2024-11-28 00:54:20,78.38,0.0,28.98,0.0,completed
ORD_0000284,CUST_000245,2024-01-22 01:33:38,94.28,0.0,35.1,0.0,completed
ORD_0000285,CUST_000245,2024-02-06 10:33:38,81.68,0.0,28.55,81.68,refunded
ORD_0000286,CUST_000245,2024-03-04 11:33:38,70.01,0.0,25.12,0.0,completed
ORD_0000287,CUST_000246,2025-11-07 02:34:45,70.39,14.08,22.57,0.0,completed
ORD_0000288,CUST_000247,2025-01-14 07:52:32,84.36,0.0,31.69,51.49,completed
ORD_0000289,CUST_000248,2025-12-28 06:09:21,67.86,0.0,22.54,31.81,completed
ORD_0000290,CUST_000249,2025-12-17 02:05:46,93.66,0.0,34.96,0.0,completed
ORD_0000291,CUST_000250,2025-10-08 20:00:22,115.83,0.0,43.77,0.0,completed
ORD_0000292,CUST_000251,2024-09-16 10:48:35,48.77,0.0,18.05,0.0,completed
ORD_0000293,CUST_000252,2024-12-05 02:07:44,113.05,0.0,39.43,0.0,completed
ORD_0000294,CUST_000253,2025-10-14 18:40:19,63.67,9.55,22.33,0.0,completed
ORD_0000295,CUST_000253,2025-11-08 20:40:19,95.59,0.0,34.13,95.59,refunded
